iShares MSCI EAFE ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Aug 14, 2001"
Shares Outstanding,"928,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"3086","J.FRONT RETAILING LTD","Equity","0.02","12.25","983,300.00","12,045,740.33","12,045,740.33","Consumer Discretionary","B23TC12","JP3386380004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"U14","UOL GROUP LTD","Equity","0.02","5.92","2,020,400.00","11,966,904.57","11,966,904.57","Real Estate","6916844","SG1S83002349","Singapore Exchange","Singapore","USD","SGD","1.36"
"3769","GMO PAYMENT GATEWAY INC","Equity","0.02","66.89","178,800.00","11,959,318.31","11,959,318.31","Information Technology","B06CMQ9","JP3385890003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7205","HINO MOTORS LTD","Equity","0.02","9.71","1,230,300.00","11,949,037.93","11,949,037.93","Industrials","6428305","JP3792600003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"UHRN","THE SWATCH GROUP AG","Equity","0.02","49.84","239,657.00","11,945,320.92","11,945,320.92","Consumer Discretionary","7184736","CH0012255144","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"345","VITASOY INTERNATIONAL HOLDINGS LTD","Equity","0.02","3.67","3,242,000.00","11,882,330.25","11,882,330.25","Consumer Staples","6927590","HK0345001611","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"9987","SUZUKEN LTD","Equity","0.02","38.80","306,224.00","11,882,523.73","11,882,523.73","Health Care","6865560","JP3398000004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"O2D","TELEFONICA DEUTSCHLAND HOLDING AG","Equity","0.02","3.08","3,841,578.00","11,819,920.28","11,819,920.28","Communication","B7VG6L8","DE000A1J5RX9","Xetra","Germany","USD","EUR","0.91"
"5711","MITSUBISHI MATERIALS CORP","Equity","0.02","25.33","466,300.00","11,809,173.54","11,809,173.54","Materials","6597089","JP3903000002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8593","MITSUBISHI UFJ LEASE & FINANCE LTD","Equity","0.02","6.40","1,837,300.00","11,750,370.17","11,750,370.17","Financials","6268976","JP3499800005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"3141","WELCIA HOLDINGS LTD","Equity","0.02","57.54","203,100.00","11,686,531.06","11,686,531.06","Consumer Staples","B3CF1G6","JP3274280001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"ETL","EUTELSAT COMMUNICATIONS SA","Equity","0.02","15.46","753,069.00","11,643,352.49","11,643,352.49","Communication","B0M7KJ7","FR0010221234","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"2638","HK ELECTRIC INVESTMENTS UNITS LTD","Equity","0.02","1.02","11,425,500.00","11,622,390.05","11,622,390.05","Utilities","BJ3WDZ1","HK0000179108","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"3099","ISETAN MITSUKOSHI HOLDINGS LTD","Equity","0.02","8.03","1,444,200.00","11,591,709.73","11,591,709.73","Consumer Discretionary","B2Q4CL4","JP3894900004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"IPN","IPSEN SA","Equity","0.02","71.34","162,285.00","11,577,126.68","11,577,126.68","Health Care","B0R7JF1","FR0010259150","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"2229","CALBEE INC","Equity","0.02","33.17","345,700.00","11,466,318.49","11,466,318.49","Consumer Staples","B3TBRZ8","JP3220580009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4182","MITSUBISHI GAS CHEMICAL INC","Equity","0.02","15.25","750,800.00","11,447,051.49","11,447,051.49","Materials","6596923","JP3896800004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8253","CREDIT SAISON LTD","Equity","0.02","16.68","678,300.00","11,311,214.95","11,311,214.95","Financials","6591809","JP3271400008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"T82U","SUNTEC UNITS TRUST","Equity","0.02","1.35","8,277,100.00","11,205,845.04","11,205,845.04","Real Estate","B04PZ72","SG1Q52922370","Singapore Exchange","Singapore","USD","SGD","1.36"
"8","PCCW LTD","Equity","0.02","0.61","18,280,000.00","11,095,884.77","11,095,884.77","Communication","6574071","HK0008011667","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"5947","RINNAI CORP","Equity","0.02","72.38","153,100.00","11,082,004.76","11,082,004.76","Consumer Discretionary","6740582","JP3977400005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4581","TAISHO PHARMACEUTICAL HOLDINGS LTD","Equity","0.02","71.93","153,400.00","11,033,443.28","11,033,443.28","Health Care","B3QX5G4","JP3442850008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7211","MITSUBISHI MOTORS CORP","Equity","0.02","3.82","2,844,300.00","10,867,446.40","10,867,446.40","Consumer Discretionary","6598446","JP3899800001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"3291","IIDA GROUP HOLDINGS LTD","Equity","0.02","17.32","626,080.00","10,841,957.12","10,841,957.12","Consumer Discretionary","BFDTBS3","JP3131090007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"5901","TOYO SEIKAN GROUP HOLDINGS LTD","Equity","0.02","17.22","629,600.00","10,839,457.58","10,839,457.58","Materials","6900267","JP3613400005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4088","AIR WATER INC","Equity","0.02","13.84","780,500.00","10,805,712.85","10,805,712.85","Materials","6441465","JP3160670000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"B4B","METRO AG","Equity","0.02","14.04","765,890.00","10,750,520.68","10,750,520.68","Consumer Staples","BD6QT83","DE000BFB0019","Xetra","Germany","USD","EUR","0.91"
"4202","DAICEL CORP","Equity","0.02","9.57","1,118,500.00","10,699,230.35","10,699,230.35","Materials","6250542","JP3485800001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9101","NIPPON YUSEN","Equity","0.02","16.25","658,000.00","10,689,334.80","10,689,334.80","Industrials","6643960","JP3753000003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6460","SEGA SAMMY HOLDINGS INC","Equity","0.02","13.94","765,138.00","10,663,138.15","10,663,138.15","Consumer Discretionary","B02RK08","JP3419050004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"EVR","EVRAZ","Equity","0.02","4.76","2,199,228.00","10,469,423.57","10,469,423.57","Materials","B71N6K8","GB00B71N6K86","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"9989","SUNDRUG LTD","Equity","0.02","34.18","306,000.00","10,457,943.93","10,457,943.93","Consumer Staples","6817895","JP3336600006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9706","JAPAN AIRPORT TERMINAL LTD","Equity","0.02","46.73","223,100.00","10,425,233.64","10,425,233.64","Industrials","6472175","JP3699400002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"RCO","REMY COINTREAU SA","Equity","0.02","105.66","97,544.00","10,306,479.78","10,306,479.78","Consumer Staples","4741714","FR0000130395","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"A5G","AIB GROUP","Equity","0.02","2.91","3,519,734.00","10,237,259.67","10,237,259.67","Financials","BF0L353","IE00BF0L3536","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.91"
"T39","SINGAPORE PRESS HOLDINGS LTD","Equity","0.02","1.49","6,794,750.00","10,148,879.77","10,148,879.77","Communication","B012899","SG1P66918738","Singapore Exchange","Singapore","USD","SGD","1.36"
"880","SJM HLDGS LTD","Equity","0.02","1.18","8,548,000.00","10,091,388.89","10,091,388.89","Consumer Discretionary","B2NR3Y6","HK0880043028","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"DEC","JCDECAUX SA","Equity","0.02","27.46","367,186.00","10,081,917.06","10,081,917.06","Communication","7136663","FR0000077919","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"S58","SATS LTD","Equity","0.02","3.47","2,899,500.00","10,048,300.35","10,048,300.35","Industrials","6243586","SG1I52882764","Singapore Exchange","Singapore","USD","SGD","1.36"
"WTC","WISETECHGLOBAL PTY LTD","Equity","0.02","16.19","617,044.00","9,987,315.30","9,987,315.30","Information Technology","BZ8GX83","AU000000WTC3","Asx - All Markets","Australia","USD","AUD","1.48"
"MCY","MERCURY NZ LTD","Equity","0.02","3.40","2,935,256.00","9,976,182.25","9,976,182.25","Utilities","B8W6K56","NZMRPE0001S2","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.53"
"6473","JTEKT CORP","Equity","0.02","10.89","915,300.00","9,971,520.07","9,971,520.07","Industrials","6497082","JP3292200007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9364","KAMIGUMI LTD","Equity","0.02","21.46","459,400.00","9,858,116.18","9,858,116.18","Industrials","6482668","JP3219000001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"2212","YAMAZAKI BAKING LTD","Equity","0.02","18.92","519,400.00","9,827,386.84","9,827,386.84","Consumer Staples","6985509","JP3935600001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"BKIA","BANKIA SA","Equity","0.02","1.85","5,306,993.00","9,804,849.87","9,804,849.87","Financials","BZ3C3Q4","ES0113307062","Bolsa De Madrid","Spain","USD","EUR","0.91"
"NMC","NMC HEALTH PLC","Equity","0.02","17.95","541,424.00","9,720,783.89","9,720,783.89","Health Care","B7FC076","GB00B7FC0762","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"8369","BANK OF KYOTO LTD","Equity","0.01","41.32","229,500.00","9,483,644.86","9,483,644.86","Financials","6075756","JP3251200006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AST","AUSNET SERVICES","Equity","0.01","1.19","7,959,513.00","9,459,403.63","9,459,403.63","Utilities","BPXR7J0","AU000000AST5","Asx - All Markets","Australia","USD","AUD","1.48"
"659","NWS HOLDINGS LTD","Equity","0.01","1.40","6,714,000.00","9,411,342.59","9,411,342.59","Industrials","6568353","BMG668971101","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"551","YUE YUEN INDUSTRIAL (HOLDINGS) LTD","Equity","0.01","3.00","3,138,500.00","9,404,198.82","9,404,198.82","Consumer Discretionary","6586537","BMG988031446","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"8439","TOKYO CENTURY CORP","Equity","0.01","51.22","183,400.00","9,393,494.59","9,393,494.59","Financials","6679794","JP3424950008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"5101","YOKOHAMA RUBBER LTD","Equity","0.01","17.34","540,900.00","9,381,745.46","9,381,745.46","Consumer Discretionary","6986461","JP3955800002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"CO","CASINO GUICHARD PERRACHON SA","Equity","0.01","39.50","235,221.00","9,291,887.06","9,291,887.06","Consumer Staples","4178419","FR0000125585","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"TNET","TELENET GROUP HOLDING NV","Equity","0.01","45.92","200,686.00","9,214,715.84","9,214,715.84","Communication","B0LKSK4","BE0003826436","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.91"
"C07","JARDINE CYCLE AND CARRIAGE LTD","Equity","0.01","21.60","421,654.00","9,105,691.19","9,105,691.19","Consumer Discretionary","6242260","SG1B51001017","Singapore Exchange","Singapore","USD","SGD","1.36"
"2670","ABC MART INC","Equity","0.01","63.31","140,900.00","8,920,826.46","8,920,826.46","Consumer Discretionary","6292102","JP3152740001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4927","POLA ORBIS HOLDINGS INC","Equity","0.01","21.96","402,000.00","8,828,971.96","8,828,971.96","Consumer Staples","B5N4QN8","JP3855900001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"PIRC","PIRELLI & C","Equity","0.01","5.04","1,734,793.00","8,746,009.48","8,746,009.48","Consumer Discretionary","BZ5ZHK3","IT0005278236","Borsa Italiana","Italy","USD","EUR","0.91"
"8572","ACOM LTD","Equity","0.01","4.86","1,780,970.00","8,648,654.02","8,648,654.02","Financials","6049784","JP3108600002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"683","KERRY PROPERTIES LTD","Equity","0.01","2.99","2,827,500.00","8,454,137.73","8,454,137.73","Real Estate","6486314","BMG524401079","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"9783","BENESSE HOLDINGS INC","Equity","0.01","27.49","306,300.00","8,419,461.24","8,419,461.24","Consumer Discretionary","6121927","JP3835620000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7167","MEBUKI FINANCIAL GROUP INC","Equity","0.01","2.21","3,751,190.00","8,283,276.43","8,283,276.43","Financials","BH0VTS2","JP3117700009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"5110","SUMITOMO RUBBER INDUSTRIES LTD","Equity","0.01","10.96","739,000.00","8,098,259.12","8,098,259.12","Consumer Discretionary","6858991","JP3404200002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"CIM","CIMIC GROUP LTD","Equity","0.01","19.05","423,085.00","8,059,262.61","8,059,262.61","Industrials","BX17Q13","AU000000CIM7","Asx - All Markets","Australia","USD","AUD","1.48"
"8905","AEON MALL LTD","Equity","0.01","17.22","460,910.00","7,935,219.81","7,935,219.81","Real Estate","6534202","JP3131430005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8410","SEVEN BANK LTD","Equity","0.01","3.00","2,647,000.00","7,930,813.63","7,930,813.63","Financials","B2NT8S1","JP3105220002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"3092","ZOZO INC","Equity","0.01","16.57","468,900.00","7,767,740.52","7,767,740.52","Consumer Discretionary","B292RC1","JP3399310006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"JPFFT","CASH COLLATERAL EUR JPFFT","Cash Collateral and Margins","0.01","110.00","7,055,000.00","7,760,852.75","7,760,852.75","Cash and/or Derivatives","-","-","-","European Union","USD","EUR","0.91"
"TPM","TPG TELECOM LTD","Equity","0.01","4.83","1,603,105.00","7,739,851.06","7,739,851.06","Communication","6351876","AU000000TPM6","Asx - All Markets","Australia","USD","AUD","1.48"
"BS6","YANGZIJIANG SHIPBUILDING HOLDINGS","Equity","0.01","0.72","10,592,000.00","7,676,491.80","7,676,491.80","Industrials","B1VT035","SG1U76934819","Singapore Exchange","Singapore","USD","SGD","1.36"
"8570","AEON FINANCIAL SERVICES LTD","Equity","0.01","15.54","487,390.00","7,573,881.62","7,573,881.62","Financials","6037734","JP3131400008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"D01","DAIRY FARM INTERNATIONAL HOLDINGS","Equity","0.01","5.07","1,490,400.00","7,556,328.00","7,556,328.00","Consumer Staples","6180274","BMG2624N1535","Singapore Exchange","Hong Kong","USD","USD","1.00"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Equity","0.01","14.35","512,926.00","7,360,007.23","7,360,007.23","Energy","6821807","AU000000SOL3","Asx - All Markets","Australia","USD","AUD","1.48"
"8227","SHIMAMURA LTD","Equity","0.01","74.49","92,700.00","6,905,360.09","6,905,360.09","Consumer Discretionary","6804035","JP3358200008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"HVN","HARVEY NORMAN HOLDINGS LTD","Equity","0.01","2.82","2,403,091.00","6,782,832.49","6,782,832.49","Consumer Discretionary","6173508","AU000000HVN7","Asx - All Markets","Australia","USD","AUD","1.48"
"5463","MARUICHI STEEL TUBE LTD","Equity","0.01","27.47","241,800.00","6,642,078.06","6,642,078.06","Materials","6569505","JP3871200006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6417","SANKYO LTD","Equity","0.01","34.08","193,200.00","6,585,156.68","6,585,156.68","Consumer Discretionary","6775432","JP3326410002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7282","TOYODA GOSEI LTD","Equity","0.01","23.20","279,100.00","6,474,997.25","6,474,997.25","Consumer Discretionary","6900557","JP3634200004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"U96","SEMBCORP INDUSTRIES LTD","Equity","0.01","1.57","4,110,800.00","6,472,748.14","6,472,748.14","Industrials","B08X163","SG1R50925390","Singapore Exchange","Singapore","USD","SGD","1.36"
"FLT","FLIGHT CENTRE TRAVEL GROUP LTD","Equity","0.01","26.85","236,921.00","6,360,840.79","6,360,840.79","Consumer Discretionary","6352147","AU000000FLT9","Asx - All Markets","Australia","USD","AUD","1.48"
"4385","MERCARI INC","Equity","0.01","17.18","327,700.00","5,629,810.34","5,629,810.34","Consumer Discretionary","BG0GM14","JP3921290007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"1777596D","IBERDROLA SA","Equity","0.01","10.83","483,668.00","5,239,716.87","5,239,716.87","Utilities","BKY71B4","ES0144583210","Bolsa De Madrid","Spain","USD","EUR","0.91"
"HKD","HKD CASH","Cash","0.00","12.86","23,304,001.00","2,996,913.65","2,996,913.65","Cash and/or Derivatives","-","-","-","Hong Kong","USD","HKD","7.78"
"JPFFT","CASH COLLATERAL GBP JPFFT","Cash Collateral and Margins","0.00","129.82","2,210,000.00","2,869,022.00","2,869,022.00","Cash and/or Derivatives","-","-","-","United Kingdom","USD","GBP","0.77"
"JPFFT","CASH COLLATERAL JPY JPFFT","Cash Collateral and Margins","0.00","0.92","239,007,000.00","2,189,912.04","2,189,912.04","Cash and/or Derivatives","-","-","-","Japan","USD","JPY","109.14"
"NOK","NOK CASH","Cash","0.00","10.93","19,666,592.00","2,150,282.54","2,150,282.54","Cash and/or Derivatives","-","-","-","Norway","USD","NOK","9.15"
"ILS","ILS CASH","Cash","0.00","28.95","6,427,999.00","1,861,030.42","1,861,030.42","Cash and/or Derivatives","-","-","-","Israel","USD","ILS","3.45"
"JPFFT","CASH COLLATERAL AUD JPFFT","Cash Collateral and Margins","0.00","67.53","1,930,000.00","1,303,232.50","1,303,232.50","Cash and/or Derivatives","-","-","-","Australia","USD","AUD","1.48"
"NZD","NZD CASH","Cash","0.00","65.23","1,732,682.00","1,130,315.32","1,130,315.32","Cash and/or Derivatives","-","-","-","New Zealand","USD","NZD","1.53"
"SGD","SGD CASH","Cash","0.00","73.58","1,015,478.00","747,169.81","747,169.81","Cash and/or Derivatives","-","-","-","Singapore","USD","SGD","1.36"
"XPH0","SPI 200 MAR 20","Futures","0.00","4,685.57","253.00","0.00","29,636,165.42","Cash and/or Derivatives","-","-","Asx - Trade24","-","USD","AUD","1.48"
"Z H0","FTSE 100 INDEX MAR 20","Futures","0.00","9,629.37","650.00","0.00","62,591,090.25","Cash and/or Derivatives","-","GB00F7D1RN68","IFLL","-","USD","GBP","0.77"
"TPH0","TOPIX INDEX MAR 20","Futures","0.00","15.49","493.00","0.00","76,384,735.20","Cash and/or Derivatives","-","-","Osaka Securities Exchange","-","USD","JPY","109.14"
"VGH0","EURO STOXX 50 MAR 20","Futures","0.00","4,080.08","2,718.00","0.00","110,896,722.53","Cash and/or Derivatives","-","DE000C174QX9","Eurex Deutschland","European Union","USD","EUR","0.91"
"CKL1","IRISH BANK RESOLUTION CORPORATION","Equity","0.00","0.00","3,570,811.00","39.28","39.28","Financials","B076LH4","IE00B06H8J93","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.91"
"3357358Z","BGP HOLDINGS PLC - UNLISTED Prvt","Equity","0.00","0.00","33,026,812.00","363.31","363.31","Financials","9933572","MV3357358ZDD","NO MARKET (E.G. UNLISTED)","Malta","USD","EUR","0.91"
"JPY","JPY/USD","FX","0.00","1.00","-67,510,856.00","-302.89","-302.89","Cash and/or Derivatives","-","-","-","United States","USD","USD","109.13"
"JPY","JPY/USD","FX","0.00","1.00","-198,920,022.00","-86.55","-86.55","Cash and/or Derivatives","-","-","-","United States","USD","USD","109.13"
"JPY","JPY/USD","FX","0.00","1.00","-60,572,041.00","729.93","729.93","Cash and/or Derivatives","-","-","-","United States","USD","USD","109.13"
"USD","USD CASH","Cash","-0.02","100.00","-15,029,082.00","-15,029,082.43","-15,029,082.43","Cash and/or Derivatives","-","-","-","United States","USD","USD","1.00"
