iShares Core U.S. Aggregate Bond ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Sep 22, 2003"
Shares Outstanding,"631,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Asset Class,Weight (%),Price,Market Value,Notional Value,Sector,SEDOL,ISIN,Coupon (%),Maturity,YTM (%),Yield to Worst (%),Duration,Par Value
"FORD MOTOR CREDIT COMPANY LLC","Fixed Income","0.01","101.18","4,675,813.03","4,675,813.03","Industrial","BD1QZM4","US345397YL15","3.34","Mar 28, 2022","2.77","2.75","2.07","4,571,000.00"
"SIMON PROPERTY GROUP LP","Fixed Income","0.01","107.17","4,658,089.51","4,658,089.51","Financial Institutions","BF2MPV4","US828807DC85","3.38","Jun 15, 2027","2.31","2.28","6.41","4,330,000.00"
"TOTAL CAPITAL INTERNATIONAL SA","Fixed Income","0.01","103.99","4,662,961.55","4,662,961.55","Industrial","BKBZGD8","US89153VAT61","2.83","Jan 10, 2030","2.38","2.37","8.59","4,478,000.00"
"DIAGEO CAPITAL PLC","Fixed Income","0.01","100.87","4,657,825.29","4,657,825.29","Industrial","BJXT2P5","US25243YBB48","2.38","Oct 24, 2029","2.27","2.27","8.53","4,583,000.00"
"CONSTELLATION BRANDS INC","Fixed Income","0.01","115.02","4,658,981.68","4,658,981.68","Industrial","BDGKT74","US21036PAT57","4.50","May 09, 2047","3.63","3.62","16.14","4,016,000.00"
"CATERPILLAR FINANCIAL SERVICES COR MTN","Fixed Income","0.01","105.76","4,653,023.59","4,653,023.59","Industrial","BN80303","US14912L6C08","3.30","Jun 09, 2024","1.92","1.92","4.06","4,381,000.00"
"COVIDIEN INTERNATIONAL FINANCE SA","Fixed Income","0.01","102.85","4,654,740.90","4,654,740.90","Industrial","B8CQS30","US22303QAN07","3.20","Jun 15, 2022","1.97","1.83","2.06","4,509,000.00"
"FLORIDA POWER AND LIGHT CO","Fixed Income","0.01","143.46","4,653,528.82","4,653,528.82","Utility","B2Q0F35","US341081FA03","5.95","Feb 01, 2038","2.85","2.85","12.04","3,179,000.00"
"JPMORGAN CHASE & CO","Fixed Income","0.01","137.79","4,657,237.80","4,657,237.80","Financial Institutions","B7FRRL4","US48126BAA17","5.40","Jan 06, 2042","3.03","3.03","14.18","3,372,000.00"
"CITIGROUP INC","Fixed Income","0.01","131.69","4,651,472.78","4,651,472.78","Financial Institutions","BM6NVB4","US172967HS33","5.30","May 06, 2044","3.38","3.38","14.85","3,500,000.00"
"CITIGROUP INC","Fixed Income","0.01","110.45","4,656,491.40","4,656,491.40","Financial Institutions","BSNM7V8","US172967JC62","4.30","Nov 20, 2026","2.61","2.61","5.94","4,185,000.00"
"CITIGROUP INC","Fixed Income","0.01","104.54","4,657,300.21","4,657,300.21","Financial Institutions","B93PQJ5","US172967GT25","3.50","May 15, 2023","2.07","2.07","3.10","4,425,000.00"
"BAT CAPITAL CORP","Fixed Income","0.01","103.40","4,652,498.43","4,652,498.43","Industrial","BG5QS88","US05526DAZ87","3.22","Aug 15, 2024","2.43","2.40","4.08","4,437,000.00"
"ALPHABET INC","Fixed Income","0.01","100.86","4,644,766.83","4,644,766.83","Industrial","BYYGTW6","US02079KAC18","2.00","Aug 15, 2026","1.86","1.85","5.97","4,564,000.00"
"ROYAL BANK OF CANADA MTN","Fixed Income","0.01","101.85","4,648,258.63","4,648,258.63","Financial Institutions","BF10TY0","US78013XKG24","3.20","Apr 30, 2021","1.70","1.70","1.22","4,529,000.00"
"VERIZON COMMUNICATIONS INC","Fixed Income","0.01","110.57","4,644,158.95","4,644,158.95","Industrial","B8HCRP8","US92343VBG86","3.85","Nov 01, 2042","3.19","3.18","15.23","4,165,000.00"
"APPLE INC","Fixed Income","0.01","114.56","4,642,404.81","4,642,404.81","Industrial","BF8QDG1","US037833DG20","3.75","Nov 13, 2047","2.98","2.97","17.58","4,025,000.00"
"VODAFONE GROUP PLC","Fixed Income","0.01","141.64","4,636,287.89","4,636,287.89","Industrial","B89PNN5","US92857TAH05","7.88","Feb 15, 2030","3.04","3.04","7.39","3,193,000.00"
"APPLE INC","Fixed Income","0.01","100.19","4,633,473.78","4,633,473.78","Industrial","-","US037833DN70","2.05","Sep 11, 2026","2.02","2.02","6.06","4,589,000.00"
"ING GROEP NV","Fixed Income","0.01","102.44","4,619,581.56","4,619,581.56","Financial Institutions","BYV8RK9","US456837AG88","3.15","Mar 29, 2022","1.99","1.99","2.07","4,464,000.00"
"DOWDUPONT INC","Fixed Income","0.01","111.00","4,616,167.07","4,616,167.07","Industrial","BGL9DK8","US26078JAC45","4.49","Nov 15, 2025","2.45","2.40","5.03","4,125,000.00"
"COUNCIL OF EUROPE DEVELOPMENT BANK","Fixed Income","0.01","103.25","4,611,693.77","4,611,693.77","Supranational","BF59N85","US222213AR10","2.63","Feb 13, 2023","1.53","1.53","2.89","4,415,000.00"
"VERIZON COMMUNICATIONS INC","Fixed Income","0.01","115.73","4,614,651.79","4,614,651.79","Industrial","BY7RR99","US92343VDC54","4.13","Aug 15, 2046","3.24","3.24","16.49","3,924,000.00"
"STATE STREET CORP","Fixed Income","0.01","106.39","4,600,848.57","4,600,848.57","Financial Institutions","BTGQBS9","US857477AN34","3.30","Dec 16, 2024","1.92","1.92","4.51","4,309,000.00"
"QUALCOMM INCORPORATED","Fixed Income","0.01","103.93","4,606,204.77","4,606,204.77","Industrial","BF3KVG4","US747525AT09","2.90","May 20, 2024","1.95","1.91","3.93","4,409,000.00"
"BARRICK GOLD CORP","Fixed Income","0.01","125.69","4,605,229.84","4,605,229.84","Industrial","B8L1XS6","US067901AH18","5.25","Apr 01, 2042","3.56","3.56","13.90","3,615,000.00"
"ASTRAZENECA PLC","Fixed Income","0.01","115.19","4,607,139.56","4,607,139.56","Industrial","B8C0348","US046353AG32","4.00","Sep 18, 2042","3.06","3.06","15.19","3,950,000.00"
"ORACLE CORPORATION","Fixed Income","0.01","106.19","4,598,629.68","4,598,629.68","Industrial","BNXCFF3","US68389XAU90","3.40","Jul 08, 2024","1.94","1.86","3.95","4,323,000.00"
"HALLIBURTON COMPANY","Fixed Income","0.01","107.53","4,595,513.15","4,595,513.15","Industrial","BYNR4P8","US406216BG59","3.80","Nov 15, 2025","2.40","2.34","5.05","4,243,000.00"
"VALERO ENERGY CORPORATION","Fixed Income","0.01","110.67","4,598,167.95","4,598,167.95","Industrial","BFY2QV9","US91913YAV20","4.35","Jun 01, 2028","2.90","2.86","6.92","4,129,000.00"
"TVA","Fixed Income","0.01","146.40","4,590,349.25","4,590,349.25","Agency","2734697","US880591CS97","5.88","Apr 01, 2036","2.40","2.40","11.39","3,095,000.00"
"CATERPILLAR INC","Fixed Income","0.01","106.04","4,580,956.52","4,580,956.52","Industrial","BMH4M02","US149123CC35","3.40","May 15, 2024","1.93","1.84","3.80","4,292,000.00"
"TEXAS INSTRUMENTS INC","Fixed Income","0.01","116.08","4,582,796.29","4,582,796.29","Industrial","-","US882508BF00","3.88","Mar 15, 2039","2.79","2.76","13.59","3,900,000.00"
"QUALCOMM INCORPORATED","Fixed Income","0.01","122.22","4,585,782.31","4,585,782.31","Industrial","BWX4CX9","US747525AJ27","4.65","May 20, 2035","2.85","2.81","11.16","3,725,000.00"
"BRANCH BANKING AND TRUST COMPANY","Fixed Income","0.01","107.78","4,582,669.00","4,582,669.00","Financial Institutions","BYMYND1","US07330MAB37","3.63","Sep 16, 2025","2.15","2.13","5.07","4,200,000.00"
"WESTPAC BANKING CORP","Fixed Income","0.01","101.84","4,584,581.19","4,584,581.19","Financial Institutions","BYYPS59","US961214DG53","2.80","Jan 11, 2022","1.84","1.84","1.90","4,496,000.00"
"DOLLAR GENERAL CORPORATION","Fixed Income","0.01","111.52","4,579,477.51","4,579,477.51","Industrial","BFY0D67","US256677AF29","4.13","May 01, 2028","2.57","2.53","6.90","4,070,000.00"
"VERIZON COMMUNICATIONS INC","Fixed Income","0.01","106.69","4,581,026.50","4,581,026.50","Industrial","BRXND27","US92343VCR33","3.50","Nov 01, 2024","2.02","1.94","4.19","4,260,000.00"
"FORD MOTOR CREDIT COMPANY LLC","Fixed Income","0.01","103.50","4,576,514.96","4,576,514.96","Industrial","B8L4S57","US345397WF64","4.25","Sep 20, 2022","2.86","2.86","2.48","4,358,000.00"
"MITSUBISHI UFJ FINANCIAL GROUP INC","Fixed Income","0.01","113.16","4,570,129.55","4,570,129.55","Financial Institutions","BKFH1R9","US606822BK96","3.75","Jul 18, 2039","2.86","2.86","14.13","4,035,000.00"
"ECOLAB INC","Fixed Income","0.01","117.72","4,557,482.00","4,557,482.00","Industrial","BFXZ7V6","US278865BA78","3.95","Dec 01, 2047","3.01","3.00","17.41","3,851,000.00"
"LOS ANGELES CALIF CMNTY COLLEGE DI","Fixed Income","0.01","172.22","4,564,085.50","4,564,085.50","Local Authority","B4LSB85","US54438CPA44","6.75","Aug 01, 2049","2.85","2.85","15.23","2,600,000.00"
"GLAXOSMITHKLINE CAPITAL PLC","Fixed Income","0.01","104.47","4,550,545.28","4,550,545.28","Industrial","BJ0M666","US377373AG03","3.00","Jun 01, 2024","1.92","1.90","4.01","4,336,000.00"
"BP CAPITAL MARKETS AMERICA INC.","Fixed Income","0.01","104.58","4,556,735.25","4,556,735.25","Industrial","BHNZLG3","US10373QAW06","3.22","Nov 28, 2023","1.97","1.92","3.47","4,335,000.00"
"AMERICA MOVIL SA DE CV","Fixed Income","0.01","137.38","4,553,798.86","4,553,798.86","Industrial","B2R62G4","US02364WAP05","6.13","Nov 15, 2037","3.32","3.32","11.84","3,285,000.00"
"MIZUHO FINANCIAL GROUP INC","Fixed Income","0.01","104.57","4,547,086.34","4,547,086.34","Financial Institutions","BK0P0W6","US60687YAX76","3.15","Jul 16, 2030","2.63","2.61","8.23","4,344,000.00"
"COMCAST CORPORATION","Fixed Income","0.01","120.17","4,548,173.99","4,548,173.99","Industrial","BY58YR1","US20030NBP50","4.40","Aug 15, 2035","2.79","2.76","11.32","3,723,000.00"
"BERKSHIRE HATHAWAY FINANCE CORP","Fixed Income","0.01","102.83","4,547,149.13","4,547,149.13","Financial Institutions","B8BPMW5","US084664BT72","3.00","May 15, 2022","1.74","1.74","2.21","4,396,000.00"
"SWEDISH EXPORT CREDIT CORP MTN","Fixed Income","0.01","103.99","4,546,829.69","4,546,829.69","Agency","BFZNFR0","US00254EMQ25","2.88","Mar 14, 2023","1.56","1.56","2.96","4,328,000.00"
"AT&T INC","Fixed Income","0.01","127.31","4,546,517.62","4,546,517.62","Industrial","BDCL4K9","US00206RDS85","5.45","Mar 01, 2047","3.82","3.81","15.14","3,510,000.00"
"BROADCOM CORP/BROADCOM CAYMAN FIN","Fixed Income","0.01","102.31","4,542,832.10","4,542,832.10","Industrial","BFX1781","US11134LAR06","3.50","Jan 15, 2028","3.17","3.16","6.88","4,435,000.00"
"NOBLE ENERGY INC","Fixed Income","0.01","108.98","4,539,948.77","4,539,948.77","Industrial","BSJV4K7","US655044AJ40","5.05","Nov 15, 2044","4.45","4.44","14.31","4,127,000.00"
"THERMO FISHER SCIENTIFIC INC","Fixed Income","0.01","106.19","4,538,055.56","4,538,055.56","Industrial","BF2K6P9","US883556BX98","3.20","Aug 15, 2027","2.30","2.27","6.52","4,216,000.00"
"ROYAL BANK OF SCOTLAND GROUP PLC","Fixed Income","0.01","109.43","4,537,255.18","4,537,255.18","Financial Institutions","BMSSMC5","US780099CH81","5.13","May 28, 2024","2.80","2.80","3.90","4,114,000.00"
"HOME DEPOT INC","Fixed Income","0.01","105.66","4,533,535.63","4,533,535.63","Industrial","BYNN304","US437076BM30","3.00","Apr 01, 2026","2.02","1.98","5.46","4,251,000.00"
"CIGNA CORP 144A","Fixed Income","0.01","102.65","4,533,020.09","4,533,020.09","Industrial","-","US125523BS83","3.05","Nov 30, 2022","2.08","2.06","2.65","4,395,000.00"
"ALBERTA (PROVINCE OF)","Fixed Income","0.01","101.36","4,529,534.29","4,529,534.29","Local Authority","BD3RH30","US013051DZ72","2.20","Jul 26, 2022","1.64","1.64","2.42","4,468,000.00"
"OCCIDENTAL PETROLEUM COR","Fixed Income","0.01","100.76","4,529,505.47","4,529,505.47","Industrial","BDBFN16","US674599CJ22","4.40","Apr 15, 2046","4.35","4.35","15.21","4,440,000.00"
"MAXIM INTEGRATED PRODUCTS INC","Fixed Income","0.01","102.83","4,534,803.72","4,534,803.72","Industrial","B94ZLP5","US57772KAB70","3.38","Mar 15, 2023","2.43","2.35","2.75","4,357,000.00"
"MYLAN INC","Fixed Income","0.01","116.20","4,531,112.10","4,531,112.10","Industrial","BGN8240","US628530BC02","5.40","Nov 29, 2043","4.31","4.29","13.93","3,870,000.00"
"WELLS FARGO & COMPANY MTN","Fixed Income","0.01","106.35","4,525,901.50","4,525,901.50","Financial Institutions","BJ2KZ94","US95000U2C66","3.75","Jan 24, 2024","2.08","2.05","3.66","4,254,000.00"
"FNMA 30YR 3% MLB 110K 2016","Fixed Income","0.01","104.08","4,526,670.65","4,526,670.65","MBS Pass-Through","-","-","3.00","Dec 01, 2046","2.32","2.32","3.07","4,339,707.00"
"BEAM INC","Fixed Income","0.01","102.25","4,527,821.22","4,527,821.22","Industrial","B8BC6W4","US073730AE32","3.25","May 15, 2022","2.24","2.12","1.99","4,400,000.00"
"WALGREENS BOOTS ALLIANCE INC","Fixed Income","0.01","101.98","4,525,659.60","4,525,659.60","Industrial","BSL6VH6","US931427AF53","3.30","Nov 18, 2021","2.17","2.06","1.59","4,410,000.00"
"DEERE & CO","Fixed Income","0.01","117.03","4,512,138.30","4,512,138.30","Industrial","B87L119","US244199BF15","3.90","Jun 09, 2042","2.86","2.85","15.24","3,838,000.00"
"BANK OF MONTREAL MTN","Fixed Income","0.01","102.06","4,511,240.42","4,511,240.42","Financial Institutions","B891H31","US06366RJJ59","2.55","Nov 06, 2022","1.78","1.76","2.60","4,395,000.00"
"QUEBEC (PROVINCE OF) MTN","Fixed Income","0.01","103.08","4,507,073.44","4,507,073.44","Local Authority","B9D9QC0","US748149AG65","2.63","Feb 13, 2023","1.58","1.58","2.89","4,322,000.00"
"NEWMONT MINING CORP","Fixed Income","0.01","121.81","4,506,895.04","4,506,895.04","Industrial","B7J8X60","US651639AP18","4.88","Mar 15, 2042","3.46","3.44","14.01","3,646,000.00"
"BARCLAYS PLC","Fixed Income","0.01","105.62","4,510,767.20","4,510,767.20","Financial Institutions","BJYMJH4","US06738EBH71","3.93","May 07, 2025","2.68","2.54","3.92","4,235,000.00"
"MEXICO (UNITED MEXICAN STATES) (GO","Fixed Income","0.01","109.73","4,511,947.70","4,511,947.70","Sovereign","BK63J38","US91087BAG59","4.50","Jan 31, 2050","3.94","3.94","16.48","4,030,000.00"
"HOME DEPOT INC","Fixed Income","0.01","125.60","4,505,969.57","4,505,969.57","Industrial","BHQFF46","US437076BX94","4.50","Dec 06, 2048","3.14","3.13","17.18","3,569,000.00"
"CATERPILLAR FINANCIAL SERVICES COR MTN","Fixed Income","0.01","105.28","4,504,174.79","4,504,174.79","Industrial","BDTMR95","US14913Q2L24","3.45","May 15, 2023","1.79","1.79","3.10","4,250,000.00"
"EXXON MOBIL CORP","Fixed Income","0.01","100.92","4,499,803.62","4,499,803.62","Industrial","BJP2G27","US30231GBC50","2.02","Aug 16, 2024","1.81","1.80","4.26","4,419,000.00"
"BANK OF AMERICA CORP","Fixed Income","0.01","105.86","4,494,933.57","4,494,933.57","Financial Institutions","BFNNW71","US06051GHL68","3.86","Jul 23, 2024","2.24","2.11","3.27","4,244,000.00"
"INTERNATIONAL FINANCE CORPORATION MTN","Fixed Income","0.01","101.35","4,497,526.16","4,497,526.16","Supranational","BD95Q20","US45950VLH77","2.00","Oct 24, 2022","1.50","1.50","2.65","4,415,000.00"
"DIGITAL REALTY TRUST LP","Fixed Income","0.01","103.77","4,496,984.31","4,496,984.31","Financial Institutions","B8G3XV0","US25389JAK25","3.63","Oct 01, 2022","2.17","2.02","2.31","4,285,000.00"
"CATERPILLAR FINANCIAL SERVICES COR MTN","Fixed Income","0.01","102.29","4,486,238.12","4,486,238.12","Industrial","BD2BDF7","US14913Q2E80","2.55","Nov 29, 2022","1.72","1.72","2.72","4,368,000.00"
"BRISTOL-MYERS SQUIBB CO 144A","Fixed Income","0.01","107.02","4,489,159.58","4,489,159.58","Industrial","-","US110122BL12","4.00","Aug 15, 2023","1.94","1.94","3.27","4,125,000.00"
"OCCIDENTAL PETROLEUM CORPORATION","Fixed Income","0.01","103.80","4,486,498.80","4,486,498.80","Industrial","BDBFN27","US674599CH65","3.40","Apr 15, 2026","2.73","2.71","5.44","4,282,000.00"
"CONCHO RESOURCES INC","Fixed Income","0.01","109.37","4,485,320.06","4,485,320.06","Industrial","BFWS307","US20605PAK75","4.30","Aug 15, 2028","3.05","3.02","7.00","4,029,000.00"
"DUKE ENERGY INDIANA INC","Fixed Income","0.01","149.49","4,479,491.89","4,479,491.89","Utility","B4NTXW4","US263901AB68","6.45","Apr 01, 2039","3.03","3.03","12.39","2,955,000.00"
"PUBLIC SERVICE ELECTRIC AND GAS CO MTN","Fixed Income","0.01","117.61","4,480,941.15","4,480,941.15","Utility","BJXS069","US74456QBZ81","3.85","May 01, 2049","2.95","2.94","18.05","3,780,000.00"
"HALLIBURTON COMPANY","Fixed Income","0.01","145.78","4,479,766.17","4,479,766.17","Industrial","B63S808","US406216AY74","7.45","Sep 15, 2039","4.05","4.05","11.74","3,016,000.00"
"WYETH","Fixed Income","0.01","144.53","4,484,956.30","4,484,956.30","Industrial","2235543","US983024AG50","6.50","Feb 01, 2034","2.67","2.67","9.91","3,036,000.00"
"CONAGRA BRANDS INC","Fixed Income","0.01","122.82","4,478,835.17","4,478,835.17","Industrial","BFWSC55","US205887CD22","5.30","Nov 01, 2038","3.61","3.59","12.33","3,609,000.00"
"ALLY FINANCIAL INC","Fixed Income","0.01","109.69","4,480,690.07","4,480,690.07","Financial Institutions","BWKNJG1","US02005NBA72","4.63","Mar 30, 2025","2.61","2.61","4.59","4,029,000.00"
"CIGNA CORP 144A","Fixed Income","0.01","104.78","4,475,136.63","4,475,136.63","Industrial","-","US125523BN96","4.75","Nov 15, 2021","2.03","2.03","1.72","4,232,000.00"
"GENERAL MILLS INC","Fixed Income","0.01","127.62","4,476,343.80","4,476,343.80","Industrial","B5W45L0","US370334BJ28","5.40","Jun 15, 2040","3.49","3.49","13.25","3,490,000.00"
"ALLERGAN FUNDING SCS","Fixed Income","0.01","115.40","4,475,162.89","4,475,162.89","Industrial","BW9PQB2","US00507UAU51","4.75","Mar 15, 2045","3.79","3.78","14.99","3,820,000.00"
"ABBOTT LABORATORIES","Fixed Income","0.01","104.71","4,465,643.30","4,465,643.30","Industrial","BVW6121","US002824BB55","2.95","Mar 15, 2025","1.98","1.94","4.57","4,221,000.00"
"CHEVRON CORP","Fixed Income","0.01","100.51","4,470,278.28","4,470,278.28","Industrial","BYP8MX3","US166764BG48","2.10","May 16, 2021","1.70","1.67","1.21","4,429,000.00"
"KELLOGG COMPANY","Fixed Income","0.01","106.93","4,470,553.26","4,470,553.26","Industrial","BD390Q0","US487836BU10","3.40","Nov 15, 2027","2.42","2.39","6.72","4,154,000.00"
"PHILIPPINES (REPUBLIC OF)","Fixed Income","0.01","130.37","4,468,253.69","4,468,253.69","Sovereign","B774Y01","US718286BW60","5.00","Jan 13, 2037","2.75","2.75","12.17","3,422,000.00"
"REPUBLIC SERVICES INC","Fixed Income","0.01","103.41","4,468,763.12","4,468,763.12","Industrial","B86N2X5","US760759AP52","3.55","Jun 01, 2022","2.05","1.88","2.01","4,298,000.00"
"FORD MOTOR COMPANY","Fixed Income","0.01","103.94","4,463,798.69","4,463,798.69","Industrial","BYPL1T1","US345370CR99","4.35","Dec 08, 2026","3.69","3.67","5.83","4,270,000.00"
"FIFTH THIRD BANK","Fixed Income","0.01","101.68","4,460,603.41","4,460,603.41","Financial Institutions","BQR9WX8","US31677QBC24","2.88","Oct 01, 2021","1.85","1.80","1.55","4,347,000.00"
"SOUTHERN CALIFORNIA EDISON CO","Fixed Income","0.01","119.09","4,458,739.12","4,458,739.12","Utility","BF6DYS3","US842400FZ13","4.65","Oct 01, 2043","3.46","3.45","14.79","3,697,000.00"
"JPMORGAN CHASE & CO","Fixed Income","0.01","115.28","4,451,767.04","4,451,767.04","Financial Institutions","BH31X98","US46647PAX42","4.45","Dec 05, 2029","2.56","2.52","7.43","3,840,000.00"
"INGERSOLL-RAND LUXEMBOURG FINANCE","Fixed Income","0.01","109.62","4,453,876.42","4,453,876.42","Industrial","BJ1DL29","US456873AD03","3.80","Mar 21, 2029","2.61","2.58","7.60","4,014,000.00"
"FORTIS INC","Fixed Income","0.01","103.59","4,450,924.09","4,450,924.09","Utility","BDFFQX5","US349553AM97","3.06","Oct 04, 2026","2.47","2.45","5.89","4,257,000.00"
"ECOPETROL SA","Fixed Income","0.01","137.36","4,452,642.18","4,452,642.18","Agency","BDV0K98","US279158AE95","7.38","Sep 18, 2043","4.73","4.73","12.69","3,180,000.00"
"ILLINOIS TOOL WORKS INC","Fixed Income","0.01","106.56","4,442,838.88","4,442,838.88","Industrial","BJZ7ZH0","US452308AT66","3.50","Mar 01, 2024","1.83","1.73","3.58","4,114,000.00"
"APPLE INC","Fixed Income","0.01","115.99","4,447,501.75","4,447,501.75","Industrial","BDCWWV9","US037833CD08","3.85","Aug 04, 2046","2.97","2.96","16.83","3,774,000.00"
"LLOYDS BANKING GROUP PLC","Fixed Income","0.01","101.42","4,443,776.70","4,443,776.70","Financial Institutions","BJ7WLW0","US53944YAK91","2.86","Mar 17, 2023","2.43","2.17","2.05","4,337,000.00"
"BANK OF NEW YORK MELLON CORP/THE MTN","Fixed Income","0.01","101.72","4,435,873.96","4,435,873.96","Financial Institutions","BDFVFK3","US06406RAC16","2.66","May 16, 2023","2.04","1.89","2.22","4,338,000.00"
"COMMONSPIRIT HEALTH","Fixed Income","0.01","107.20","4,438,465.25","4,438,465.25","Industrial","B8BB1R1","US14916RAD61","4.35","Nov 01, 2042","3.86","3.86","14.15","4,100,000.00"
"SIMON PROPERTY GROUP LP","Fixed Income","0.01","105.83","4,434,174.57","4,434,174.57","Financial Institutions","BQQLW79","US828807CS47","3.38","Oct 01, 2024","2.06","1.99","4.13","4,147,000.00"
"SUMITOMO MITSUI FINANCIAL GROUP IN","Fixed Income","0.01","102.11","4,431,328.73","4,431,328.73","Financial Institutions","BZ1H048","US86562MAU45","2.78","Oct 18, 2022","1.98","1.98","2.60","4,307,000.00"
"MPLX LP","Fixed Income","0.01","109.08","4,431,532.53","4,431,532.53","Industrial","BYXT874","US55336VAL45","5.20","Mar 01, 2047","4.61","4.60","14.60","3,985,000.00"
"CHARTER COMMUNICATIONS OPERATING L","Fixed Income","0.01","114.10","4,427,792.38","4,427,792.38","Industrial","BH420W2","US161175BR49","5.05","Mar 30, 2029","3.26","3.22","7.28","3,825,000.00"
"PRUDENTIAL FINANCIAL INC MTN","Fixed Income","0.01","121.78","4,423,795.64","4,423,795.64","Financial Institutions","BMMB383","US74432QCA13","4.60","May 15, 2044","3.29","3.29","15.37","3,605,000.00"
"INTERNATIONAL BUSINESS MACHINES CO","Fixed Income","0.01","102.85","4,423,765.84","4,423,765.84","Industrial","BZBZMB3","US459200JC60","2.88","Nov 09, 2022","1.82","1.82","2.66","4,275,000.00"
