Name,AssetClass,Weight,Price,MarketValue,NotionalValue,Sector,SEDOL,ISIN,Coupon,Maturity,YTM,Yield to Worst,Duration,Par Value
CK HUTCHISON INTERNATIONAL (19) (I 144A,Fixed Income,0.05,101.71,1029764.33,1029764.33,Industrial Other,BH4GS75,US12563DAB10,3.38,"Sep 06, 2049",3.28,3.28,18.25,1000000.00
COMCAST CORPORATION,Fixed Income,0.05,113.44,1026887.78,1026887.78,Communications,BFY1YN4,US20030NCK54,4.00,"Mar 01, 2048",3.27,3.26,17.06,893000.00
EBAY INC,Fixed Income,0.05,99.72,1024807.91,1024807.91,Consumer Cyclical,B88WNK4,US278642AF09,4.00,"Jul 15, 2042",4.02,4.02,14.62,1027000.00
CREDIT SUISSE (USA) INC,Fixed Income,0.05,148.77,1024373.00,1024373.00,Banking,2970208,US22541LAE39,7.13,"Jul 15, 2032",2.54,2.54,9.14,688000.00
MCDONALDS CORPORATION MTN,Fixed Income,0.05,119.07,1023178.12,1023178.12,Consumer Cyclical,BF8QNS3,US58013MFH25,4.45,"Sep 01, 2048",3.40,3.39,16.71,847000.00
METLIFE INC,Fixed Income,0.05,124.12,1021629.59,1021629.59,Insurance,BRF1CN3,US59156RBL15,4.72,"Dec 15, 2044",3.30,3.30,15.46,820000.00
NEW ENGLAND POWER CO 144A,Fixed Income,0.05,107.04,1021505.33,1021505.33,Electric,BF4BJR3,US644188BF01,3.80,"Dec 05, 2047",3.41,3.40,17.19,950000.00
HALLIBURTON COMPANY,Fixed Income,0.05,115.16,1021197.72,1021197.72,Energy,BYNR6K7,US406216BJ98,4.85,"Nov 15, 2035",3.59,3.56,11.16,880000.00
TIME WARNER CABLE LLC,Fixed Income,0.05,131.68,1019138.38,1019138.38,Communications,B62X8Y8,US88732JAU25,6.75,"Jun 15, 2039",4.32,4.32,11.90,770000.00
DUKE ENERGY OHIO INC,Fixed Income,0.05,119.91,1018202.01,1018202.01,Electric,BHZRWQ4,US26442EAG52,4.30,"Feb 01, 2049",3.24,3.23,17.10,835000.00
SIMON PROPERTY GROUP LP,Fixed Income,0.05,100.03,1016883.62,1016883.62,Reits,--,US828807DH72,3.25,"Sep 13, 2049",3.25,3.25,18.46,1005000.00
BOEING CO,Fixed Income,0.05,145.39,1015368.93,1015368.93,Capital Goods,B64SFS4,US097023AX34,6.88,"Mar 15, 2039",3.58,3.58,11.95,687000.00
ALLERGAN FUNDING SCS,Fixed Income,0.05,111.75,1013874.13,1013874.13,Consumer Non-Cyclical,BW9PQB2,US00507UAU51,4.75,"Mar 15, 2045",4.00,4.00,14.83,894000.00
AGL CAPITAL CORPORATION,Fixed Income,0.05,129.80,1011363.68,1011363.68,Natural Gas,B7LBBQ3,US001192AH64,5.88,"Mar 15, 2041",3.81,3.78,12.88,767000.00
BERKSHIRE HATHAWAY ENERGY CO,Fixed Income,0.05,138.75,1008285.56,1008285.56,Electric,B1FTHZ2,US59562VAM90,6.13,"Apr 01, 2036",3.07,3.07,11.10,717000.00
ANTHEM INC,Fixed Income,0.05,111.95,1007359.29,1007359.29,Insurance,BFMC2M4,US036752AD58,4.38,"Dec 01, 2047",3.69,3.68,16.41,895000.00
VIACOMCBS INC,Fixed Income,0.05,119.04,1007337.27,1007337.27,Communications,BK1L2R2,US92553PAW23,5.25,"Apr 01, 2044",4.01,4.00,14.22,835000.00
TRANSCANADA PIPELINES LTD,Fixed Income,0.05,124.13,1007355.07,1007355.07,Energy,BGNBYW1,US89352HAZ29,5.10,"Mar 15, 2049",3.73,3.72,16.09,800000.00
EXELON GENERATION CO LLC,Fixed Income,0.05,116.49,1006611.74,1006611.74,Electric,B715FY1,US30161MAN39,5.60,"Jun 15, 2042",4.43,4.42,13.28,860000.00
ORACLE CORPORATION,Fixed Income,0.05,114.82,1005274.30,1005274.30,Technology,BD390R1,US68389XBQ79,4.00,"Nov 15, 2047",3.19,3.18,17.15,870000.00
MEXICHEM SAB DE CV 144A,Fixed Income,0.05,109.50,1003712.50,1003712.50,Basic Industry,BQSV727,US59284BAE83,5.88,"Sep 17, 2044",5.19,5.19,13.23,900000.00
UBS AG (LONDON BRANCH) MTN 144A,Fixed Income,0.05,127.52,1003480.12,1003480.12,Banking,BFXXB18,US902674XN57,4.50,"Jun 26, 2048",3.05,3.05,17.26,785000.00
DUPONT DE NEMOURS INC,Fixed Income,0.05,119.87,1003019.39,1003019.39,Basic Industry,BGYGSM3,US26078JAE01,5.32,"Nov 15, 2038",3.83,3.80,12.28,830000.00
MYLAN NV,Fixed Income,0.05,115.43,1003024.42,1003024.42,Consumer Non-Cyclical,BYMX8F5,US62854AAP93,5.25,"Jun 15, 2046",4.27,4.26,14.86,865000.00
CONSOLIDATED EDISON CO OF NEW YORK,Fixed Income,0.05,124.74,1000545.74,1000545.74,Electric,BSQC9Q4,US209111FF50,4.63,"Dec 01, 2054",3.41,3.40,18.61,798000.00
GENERAL MOTORS CO,Fixed Income,0.05,105.65,997346.38,997346.38,Consumer Cyclical,BSKDLG7,US37045VAJ98,5.20,"Apr 01, 2045",4.81,4.81,14.05,930000.00
COMCAST CORPORATION,Fixed Income,0.05,145.97,996035.90,996035.90,Communications,2470065,US20030NAC56,7.05,"Mar 15, 2033",2.84,2.84,9.32,671000.00
WILLIS NORTH AMERICA INC,Fixed Income,0.05,121.55,992729.67,992729.67,Insurance,BGLRQG9,US970648AH45,5.05,"Sep 15, 2048",3.81,3.80,15.90,805000.00
MASTERCARD INC,Fixed Income,0.05,113.85,992608.33,992608.33,Consumer Cyclical,BJYR388,US57636QAL86,3.65,"Jun 01, 2049",2.94,2.94,18.34,868000.00
SOUTHERN CALIFORNIA EDISON COMPANY,Fixed Income,0.05,122.22,991693.51,991693.51,Electric,BJMTK74,US842400GR87,4.88,"Mar 01, 2049",3.63,3.62,16.32,799000.00
DISCOVERY COMMUNICATIONS LLC,Fixed Income,0.05,111.67,990172.71,990172.71,Communications,B7VJ231,US25470DAJ81,4.88,"Apr 01, 2043",4.09,4.09,14.15,875000.00
ENTERGY LOUISIANA LLC,Fixed Income,0.05,118.94,989908.40,989908.40,Electric,--,US29364WBB37,4.20,"Sep 01, 2048",3.19,3.18,17.14,821000.00
JOHNSON & JOHNSON,Fixed Income,0.05,111.03,989786.09,989786.09,Consumer Non-Cyclical,BFNF664,US478160CM48,3.50,"Jan 15, 2048",2.92,2.91,18.06,891000.00
ROCKWELL AUTOMATION INC,Fixed Income,0.05,119.58,989124.47,989124.47,Capital Goods,BJK31X1,US773903AJ82,4.20,"Mar 01, 2049",3.17,3.16,17.33,816000.00
MYLAN INC,Fixed Income,0.05,113.50,988500.36,988500.36,Consumer Non-Cyclical,BGN8240,US628530BC02,5.40,"Nov 29, 2043",4.47,4.46,13.81,865000.00
ENERGY TRANSFER PARTNERS LP,Fixed Income,0.05,120.47,988313.49,988313.49,Energy,B5L3ZK7,US29273RAR03,6.50,"Feb 01, 2042",4.96,4.94,12.21,800000.00
WASTE MANAGEMENT INC,Fixed Income,0.05,115.33,988027.04,988027.04,Capital Goods,BVYS567,US94106LBC28,4.10,"Mar 01, 2045",3.21,3.20,15.89,845000.00
JOHNSON & JOHNSON,Fixed Income,0.05,109.63,987167.62,987167.62,Consumer Non-Cyclical,BD5W7X3,US478160CL64,3.40,"Jan 15, 2038",2.72,2.71,13.46,900000.00
WALMART INC,Fixed Income,0.05,142.99,986847.56,986847.56,Consumer Cyclical,B654D54,US931142DB66,5.63,"Apr 15, 2041",2.90,2.90,13.71,683000.00
SOUTHERN CALIFORNIA EDISON COMPANY,Fixed Income,0.05,111.31,985727.13,985727.13,Electric,BFN8M65,US842400GK35,4.13,"Mar 01, 2048",3.49,3.48,16.73,873000.00
ONEOK INC,Fixed Income,0.05,104.01,985212.75,985212.75,Energy,BKFV9H7,US682680AZ68,4.45,"Sep 01, 2049",4.21,4.21,16.14,930000.00
NORFOLK SOUTHERN CORPORATION,Fixed Income,0.05,110.25,983445.51,983445.51,Transportation,--,US655844BX50,3.94,"Nov 01, 2047",3.37,3.36,17.00,885000.00
BURLINGTON NORTHERN SANTA FE LLC,Fixed Income,0.05,118.73,980205.87,980205.87,Transportation,B787QZ8,US12189LAJ08,4.40,"Mar 15, 2042",3.21,3.19,14.46,815000.00
BERKSHIRE HATHAWAY FINANCE CORP,Fixed Income,0.05,119.36,979359.96,979359.96,Insurance,B8BPMB4,US084664BU46,4.40,"May 15, 2042",3.18,3.18,14.76,815000.00
FEDEX CORP,Fixed Income,0.05,104.86,976297.78,976297.78,Transportation,BV8NTL1,US31428XBA37,3.90,"Feb 01, 2035",3.48,3.48,11.25,915000.00
VODAFONE GROUP PLC,Fixed Income,0.05,117.84,975750.88,975750.88,Communications,BK6WV73,US92857WBS89,4.88,"Jun 19, 2049",3.86,3.86,16.46,825000.00
MPLX LP,Fixed Income,0.05,109.55,975129.58,975129.58,Energy,BYXT874,US55336VAL45,5.20,"Mar 01, 2047",4.58,4.58,14.63,874000.00
CSX CORP,Fixed Income,0.05,132.71,974128.36,974128.36,Transportation,B1FH0J1,US126408GH06,6.00,"Oct 01, 2036",3.41,3.41,11.28,724000.00
BERKSHIRE HATHAWAY ENERGY CO,Fixed Income,0.05,121.36,972680.83,972680.83,Electric,BJFSR11,US084659AR23,4.45,"Jan 15, 2049",3.30,3.29,17.17,801000.00
AON CORPORATION,Fixed Income,0.05,136.74,970653.92,970653.92,Insurance,B6898J5,US037389AU72,6.25,"Sep 30, 2040",3.69,3.69,12.76,700000.00
JPMORGAN CHASE & CO,Fixed Income,0.05,116.94,969253.21,969253.21,Banking,BF348D2,US46647PAK21,4.03,"Jul 24, 2048",3.11,3.11,17.01,815000.00
PARKER HANNIFIN CORPORATION,Fixed Income,0.05,110.15,967432.90,967432.90,Capital Goods,BKKDHP2,US701094AP92,4.00,"Jun 14, 2049",3.45,3.44,17.50,875000.00
NORTHWELL HEALTHCARE INC,Fixed Income,0.05,107.77,967030.69,967030.69,Consumer Non-Cyclical,BD8BW10,US667274AA29,3.98,"Nov 01, 2046",3.53,3.52,16.37,890000.00
WYETH,Fixed Income,0.05,143.56,966271.63,966271.63,Consumer Non-Cyclical,2235543,US983024AG50,6.50,"Feb 01, 2034",2.74,2.74,9.90,659000.00
KOREA GAS CORP 144A,Fixed Income,0.05,150.85,965525.47,965525.47,Owned No Guarantee,B45LDC8,US50066AAD54,6.25,"Jan 20, 2042",3.06,3.06,13.81,640000.00
ENBRIDGE INC,Fixed Income,0.05,111.61,964241.17,964241.17,Energy,BN56J62,US29250NAJ46,4.50,"Jun 10, 2044",3.77,3.76,15.06,860000.00
OCCIDENTAL PETROLEUM CORPORATION,Fixed Income,0.05,132.49,963842.08,963842.08,Energy,--,US674599DL68,6.60,"Mar 15, 2046",4.48,4.46,13.77,715000.00
ANTHEM INC,Fixed Income,0.05,116.11,963232.39,963232.39,Insurance,B88F2Y0,US94973VBB27,4.65,"Jan 15, 2043",3.61,3.61,14.70,829000.00
PHILIP MORRIS INTERNATIONAL INC,Fixed Income,0.05,113.40,961560.93,961560.93,Consumer Non-Cyclical,B6VMZ67,US718172AM11,4.38,"Nov 15, 2041",3.49,3.49,14.38,842000.00
HOME DEPOT INC,Fixed Income,0.05,116.47,960830.23,960830.23,Consumer Cyclical,B9N1J94,US437076BA91,4.20,"Apr 01, 2043",3.19,3.18,15.08,816000.00
APACHE CORP,Fixed Income,0.05,95.25,960810.62,960810.62,Energy,B90LGN0,US037411BC83,4.25,"Jan 15, 2044",4.58,4.58,14.61,1008000.00
PARKER HANNIFIN CORP MTN,Fixed Income,0.05,116.37,960284.41,960284.41,Capital Goods,BSPPVM4,US70109HAN52,4.45,"Nov 21, 2044",3.46,3.45,15.45,820000.00
BURLINGTON NORTHERN SANTA FE LLC,Fixed Income,0.05,137.80,959620.79,959620.79,Transportation,B4PXK12,US12189LAA98,5.75,"May 01, 2040",3.20,3.16,12.95,690000.00
BERKSHIRE HATHAWAY ENERGY CO,Fixed Income,0.05,109.88,958701.65,958701.65,Electric,BG0JBZ0,US084659AP66,3.80,"Jul 15, 2048",3.26,3.26,17.61,872000.00
VIRGINIA ELECTRIC AND POWER COMPAN,Fixed Income,0.05,125.49,958575.02,958575.02,Electric,BYQM375,US927804GA61,4.60,"Dec 01, 2048",3.23,3.22,17.00,760000.00
SIMON PROPERTY GROUP LP,Fixed Income,0.05,148.89,958062.68,958062.68,Reits,B3PR0Y0,US828807CE50,6.75,"Feb 01, 2040",3.37,3.35,12.30,630000.00
CME GROUP INC,Fixed Income,0.05,124.01,958069.99,958069.99,Brokerage/Asset Managers/Exchanges,BFNJ440,US12572QAH83,4.15,"Jun 15, 2048",2.90,2.89,17.55,770000.00
CATERPILLAR INC,Fixed Income,0.05,130.06,955798.97,955798.97,Capital Goods,BMH0R05,US149123CE90,4.75,"May 15, 2064",3.43,3.42,20.63,730000.00
DOW CHEMICAL COMPANY (THE),Fixed Income,0.05,117.07,955356.50,955356.50,Basic Industry,--,US260543CV39,4.80,"May 15, 2049",3.83,3.82,16.37,810000.00
HUMANA INC,Fixed Income,0.05,106.80,954912.90,954912.90,Insurance,BK59KT0,US444859BL55,3.95,"Aug 15, 2049",3.58,3.57,17.26,880000.00
SOUTHERN COPPER CORP,Fixed Income,0.05,117.51,954540.76,954540.76,Basic Industry,B8ZRND5,US84265VAG05,5.25,"Nov 08, 2042",4.06,4.06,13.87,805000.00
NEXEN INC,Fixed Income,0.05,146.27,953786.58,953786.58,Owned No Guarantee,2878498,US65334HAA05,7.88,"Mar 15, 2032",3.24,3.24,8.54,640000.00
LOCKHEED MARTIN CORP,Fixed Income,0.05,118.00,953197.79,953197.79,Capital Goods,BBD6G92,US539830BB41,4.07,"Dec 15, 2042",2.98,2.98,15.42,805000.00
WALT DISNEY CO,Fixed Income,0.05,129.10,951947.71,951947.71,Communications,--,US254687EV44,4.75,"Sep 15, 2044",3.06,3.04,15.35,728000.00
CONSOLIDATED EDISON COMPANY OF NEW,Fixed Income,0.05,147.77,951424.68,951424.68,Electric,B2QQX95,US209111EU37,6.75,"Apr 01, 2038",3.25,3.25,11.75,635000.00
EXELON GENERATION CO LLC,Fixed Income,0.05,122.67,950553.51,950553.51,Electric,B4LVKD2,US30161MAG87,6.25,"Oct 01, 2039",4.50,4.50,11.99,763000.00
OCCIDENTAL PETROLEUM CORPORATION,Fixed Income,0.05,103.57,948336.18,948336.18,Energy,--,US674599DK85,4.50,"Jul 15, 2044",4.26,4.26,14.81,915000.00
GENERAL MOTORS CO,Fixed Income,0.05,117.65,946766.99,946766.99,Consumer Cyclical,BP8Y7Q3,US37045VAF76,6.25,"Oct 02, 2043",4.97,4.97,12.99,792000.00
TARGET CORP,Fixed Income,0.05,157.54,945968.07,945968.07,Consumer Cyclical,B2NPQ41,US87612EAU01,7.00,"Jan 15, 2038",2.88,2.88,11.87,600000.00
EXELON CORPORATION,Fixed Income,0.05,123.66,944930.88,944930.88,Electric,BYVF9K4,US30161NAS09,5.10,"Jun 15, 2045",3.66,3.65,15.11,761000.00
TRI STATE GENERATION & TRANSMISSIO 144A,Fixed Income,0.05,133.98,942056.12,942056.12,Electric,B60WT77,US89566EAD04,6.00,"Jun 15, 2040",3.63,3.63,12.91,700000.00
COMISION FEDERAL DE ELECTRICIDAD 144A,Fixed Income,0.05,115.25,942061.11,942061.11,Owned No Guarantee,B6QLYQ2,US200447AC45,5.75,"Feb 14, 2042",4.64,4.64,12.86,800000.00
AT&T INC,Fixed Income,0.05,131.57,941853.56,941853.56,Communications,BDCL4M1,US00206RDT68,5.70,"Mar 01, 2057",4.05,4.04,17.26,704000.00
COMMONWEALTH BANK OF AUSTRALIA MTN 144A,Fixed Income,0.05,113.46,941404.38,941404.38,Banking,BF550C6,US2027A0JN00,3.90,"Jul 12, 2047",3.16,3.16,17.34,829000.00
LOWES COMPANIES INC,Fixed Income,0.05,108.96,941291.87,941291.87,Consumer Cyclical,BYWC120,US548661DQ70,4.05,"May 03, 2047",3.54,3.53,16.58,857000.00
MARS INCORPORATED 144A,Fixed Income,0.05,116.42,941035.92,941035.92,Consumer Non-Cyclical,BJ0CMM4,US571676AE56,3.95,"Apr 01, 2044",2.99,2.98,15.84,800000.00
ENTERPRISE PRODUCTS OPERATING LLC,Fixed Income,0.05,117.68,940406.75,940406.75,Energy,BF39VN8,US29379VBU61,4.80,"Feb 01, 2049",3.79,3.78,16.13,784000.00
WILLIAMS COMPANIES INC,Fixed Income,0.05,107.76,938179.57,938179.57,Energy,BNKVH91,US96950FAP99,4.90,"Jan 15, 2045",4.39,4.38,14.61,870000.00
ENTERPRISE PRODUCTS OPERATING LLC,Fixed Income,0.05,110.36,937615.62,937615.62,Energy,B8D1HN7,US29379VAY92,4.45,"Feb 15, 2043",3.77,3.76,14.42,835000.00
SOUTHERN POWER COMPANY,Fixed Income,0.05,115.94,937313.81,937313.81,Electric,BZ124X0,US843646AU49,4.95,"Dec 15, 2046",3.98,3.97,15.45,805000.00
ALLSTATE CORPORATION (THE),Fixed Income,0.05,114.04,937066.93,937066.93,Insurance,BKKDHQ3,US020002BG56,3.85,"Aug 10, 2049",3.12,3.11,17.74,805000.00
VALERO ENERGY CORPORATION,Fixed Income,0.05,140.94,936278.90,936278.90,Energy,2369408,US91913YAE05,7.50,"Apr 15, 2032",3.38,3.38,8.68,655000.00
EQUINOR ASA,Fixed Income,0.05,130.21,936021.53,936021.53,Owned No Guarantee,B522X65,US85771PAC68,5.10,"Aug 17, 2040",3.10,3.10,13.50,707000.00
HESS CORPORATION,Fixed Income,0.05,131.33,934749.89,934749.89,Energy,2791205,US023551AJ38,7.30,"Aug 15, 2031",3.91,3.91,8.21,695000.00
MASSACHUSETTS MUTUAL LIFE INSURANC 144A,Fixed Income,0.05,99.32,934343.21,934343.21,Insurance,BGPZ056,US575767AN80,3.73,"Oct 15, 2070",3.76,3.76,21.77,931000.00
ABU DHABI NATIONAL ENERGY CO PJSC MTN 144A,Fixed Income,0.05,115.16,930798.96,930798.96,Owned No Guarantee,BFZYKG7,US00388WAG69,4.88,"Apr 23, 2030",3.13,3.13,8.19,800000.00
HSBC HOLDINGS PLC,Fixed Income,0.05,127.39,930531.08,930531.08,Banking,BKJL6Z0,US404280AQ21,5.25,"Mar 14, 2044",3.55,3.55,14.61,720000.00
SOUTHERN COMPANY (THE),Fixed Income,0.05,110.74,928880.12,928880.12,Electric,BYT1517,US842587CW55,4.25,"Jul 01, 2036",3.39,3.37,11.90,837000.00
ATMOS ENERGY CORPORATION,Fixed Income,0.05,104.78,925790.29,925790.29,Natural Gas,--,US049560AS49,3.38,"Sep 15, 2049",3.13,3.12,18.47,875000.00
KEURIG DR PEPPER INC,Fixed Income,0.05,119.29,924518.68,924518.68,Consumer Non-Cyclical,BK1MJ74,US49271VAC46,4.99,"May 25, 2038",3.55,3.52,12.35,770000.00
MORGAN STANLEY,Fixed Income,0.05,112.69,924173.14,924173.14,Banking,BZ9P947,US61744YAL20,3.97,"Jul 22, 2038",3.04,3.03,12.68,806000.00
KROGER CO,Fixed Income,0.05,107.87,923751.17,923751.17,Consumer Non-Cyclical,BYND735,US501044DG38,4.45,"Feb 01, 2047",3.97,3.97,15.61,840000.00
UNITED TECHNOLOGIES CORPORATION,Fixed Income,0.05,122.45,923199.40,923199.40,Capital Goods,BF8QNP0,US913017CW70,4.45,"Nov 16, 2038",2.89,2.87,13.10,749000.00
PUBLIC SERVICE COMPANY OF NEW HAMP,Fixed Income,0.05,109.61,922437.07,922437.07,Electric,BJBZSV3,US744482BM11,3.60,"Jul 01, 2049",3.10,3.09,18.31,840000.00
LINCOLN NATIONAL CORP,Fixed Income,0.05,146.78,921769.54,921769.54,Insurance,B6686G7,US534187BA67,7.00,"Jun 15, 2040",3.71,3.71,12.48,625000.00
CONNECTICUT LIGHT AND POWER COMPAN,Fixed Income,0.05,117.59,920763.00,920763.00,Electric,BFMNF73,US207597EL50,4.00,"Apr 01, 2048",3.06,3.05,17.34,775000.00
NUCOR CORP,Fixed Income,0.05,125.41,919323.20,919323.20,Basic Industry,BCJ52H0,US670346AN55,5.20,"Aug 01, 2043",3.59,3.57,14.20,719000.00
PACIFICORP,Fixed Income,0.05,141.22,918548.47,918548.47,Electric,B3KTPK2,US695114CL03,6.00,"Jan 15, 2039",3.11,3.11,12.59,650000.00
EVEREST REINSURANCE HOLDINGS INC,Fixed Income,0.05,114.09,918160.96,918160.96,Insurance,BN7SP79,US299808AF21,4.87,"Jun 01, 2044",3.96,3.96,14.75,800000.00
CONOCO FUNDING CO,Fixed Income,0.05,143.54,916476.87,916476.87,Energy,7229132,US20825UAC80,7.25,"Oct 15, 2031",2.86,2.86,8.54,630000.00
CENTERPOINT ENERGY HOUSTON ELECTRI,Fixed Income,0.05,106.78,916477.49,916477.49,Electric,B8N24M8,US15189XAM02,3.55,"Aug 01, 2042",3.13,3.12,15.28,845000.00
CAMPBELL SOUP COMPANY,Fixed Income,0.05,118.81,915747.35,915747.35,Consumer Non-Cyclical,BF8RYH2,US134429BH18,4.80,"Mar 15, 2048",3.72,3.71,16.01,760000.00
ENTERPRISE PRODUCTS OPERATING LLC,Fixed Income,0.05,118.53,913653.07,913653.07,Energy,BWWC4X8,US29379VBJ17,4.90,"May 15, 2046",3.78,3.77,15.40,765000.00
INTEL CORPORATION,Fixed Income,0.05,118.56,913116.00,913116.00,Technology,BF3W9R7,US458140AY68,4.10,"May 11, 2047",3.09,3.08,16.96,765000.00
APPLIED MATERIALS INC,Fixed Income,0.05,123.19,910211.31,910211.31,Technology,BYVBMC5,US038222AM71,4.35,"Apr 01, 2047",3.08,3.07,16.64,731000.00
DEUTSCHE TELEKOM AG,Fixed Income,0.05,159.76,908297.88,908297.88,Communications,B7K44X1,US25156PAD50,9.25,"Jun 01, 2032",3.32,3.32,8.48,564000.00
SYSCO CORPORATION,Fixed Income,0.05,118.55,906837.97,906837.97,Consumer Non-Cyclical,BF28W66,US871829BH94,4.45,"Mar 15, 2048",3.42,3.41,16.57,755000.00
SES GLOBAL AMERICAS HLDG 144A,Fixed Income,0.05,100.62,905640.22,905640.22,Communications,BKWC1L1,US78413KAB89,5.30,"Mar 25, 2044",5.25,5.25,13.37,885000.00
COMCAST CORP,Fixed Income,0.05,122.24,905114.36,905114.36,Communications,B7TGGL0,US20030NBE04,4.65,"Jul 15, 2042",3.25,3.25,14.72,740000.00
OCCIDENTAL PETROLEUM CORPORATION,Fixed Income,0.05,133.37,904712.92,904712.92,Energy,BKTC909,US674599DD43,7.50,"May 01, 2031",3.83,3.83,8.12,670000.00
NBCUNIVERSAL MEDIA LLC,Fixed Income,0.05,118.66,902403.70,902403.70,Communications,B7W15J3,US63946BAJ98,4.45,"Jan 15, 2043",3.29,3.29,15.04,760000.00
WALT DISNEY CO,Fixed Income,0.05,145.49,901643.98,901643.98,Communications,--,US254687EB89,6.40,"Dec 15, 2035",2.83,2.83,11.04,617000.00
KENTUCKY UTILITIES COMPANY,Fixed Income,0.05,118.78,900842.96,900842.96,Electric,BYTX3J7,US491674BL00,4.38,"Oct 01, 2045",3.29,3.27,15.89,750000.00
FLORIDA POWER AND LIGHT CO,Fixed Income,0.05,127.98,900693.03,900693.03,Electric,B0B0N65,US341081ET03,4.95,"Jun 01, 2035",2.71,2.71,11.29,700000.00
JPMORGAN CHASE & CO,Fixed Income,0.05,137.06,899241.92,899241.92,Banking,B7FRRL4,US48126BAA17,5.40,"Jan 06, 2042",3.07,3.07,14.16,655000.00
LOCKHEED MARTIN CORPORATION,Fixed Income,0.05,121.45,898699.97,898699.97,Capital Goods,BDB6BN7,US539830BK40,4.50,"May 15, 2036",2.85,2.81,11.77,735000.00
INTEL CORPORATION,Fixed Income,0.05,104.55,898572.59,898572.59,Technology,--,US458140BJ82,3.25,"Nov 15, 2049",3.02,3.01,18.88,855000.00
METLIFE INC,Fixed Income,0.05,115.34,897343.47,897343.47,Insurance,B815P82,US59156RBD98,4.13,"Aug 13, 2042",3.17,3.17,14.94,766000.00
FIBRA UNO 144A,Fixed Income,0.05,111.86,895755.99,895755.99,Reits,--,US898339AB22,6.39,"Jan 15, 2050",5.57,5.57,14.00,800000.00
SOUTHERN CALIFORNIA EDISON CO,Fixed Income,0.05,118.14,895531.67,895531.67,Electric,BF6DYS3,US842400FZ13,4.65,"Oct 01, 2043",3.52,3.50,14.76,749000.00
AMGEN INC,Fixed Income,0.05,123.45,895620.84,895620.84,Consumer Non-Cyclical,B76M525,US031162BK53,5.15,"Nov 15, 2041",3.59,3.57,13.73,720000.00
SOUTHERN CALIFORNIA GAS COMPANY,Fixed Income,0.04,113.61,893712.41,893712.41,Natural Gas,--,US842434CT71,3.95,"Feb 15, 2050",3.24,3.23,17.79,775000.00
WILLIAMS COMPANIES INC,Fixed Income,0.04,124.13,893219.83,893219.83,Energy,B3RZKK8,US96950FAF18,6.30,"Apr 15, 2040",4.47,4.47,12.20,710000.00
NORFOLK SOUTHERN CORPORATION,Fixed Income,0.04,102.41,892147.63,892147.63,Transportation,--,US655844CD87,3.40,"Nov 01, 2049",3.27,3.27,18.38,865000.00
ADVOCATE HEALTH AND HOSPITALS CORP,Fixed Income,0.04,118.70,892101.44,892101.44,Consumer Non-Cyclical,--,US007589AB01,4.27,"Aug 15, 2048",3.26,3.25,16.96,740000.00
BERKSHIRE HATHAWAY INC,Fixed Income,0.04,124.54,892088.83,892088.83,Insurance,B819DG8,US084670BK32,4.50,"Feb 11, 2043",3.02,3.02,14.98,705000.00
GLOBAL PAYMENTS INC,Fixed Income,0.04,108.99,891952.68,891952.68,Technology,BJXV303,US37940XAC65,4.15,"Aug 15, 2049",3.65,3.65,16.99,805000.00
KROGER CO,Fixed Income,0.04,123.74,891545.82,891545.82,Consumer Non-Cyclical,BJ1STR5,US501044DM06,5.40,"Jan 15, 2049",4.01,4.00,15.81,720000.00
AT&T INC,Fixed Income,0.04,116.78,891619.80,891619.80,Communications,BK1MHL4,US00206RJL78,4.85,"Jul 15, 2045",3.81,3.80,15.23,763000.00
UNION PACIFIC CORPORATION,Fixed Income,0.04,119.70,889690.52,889690.52,Transportation,BJ204V9,US907818FC74,4.30,"Mar 01, 2049",3.25,3.24,17.16,733000.00
TELUS CORPORATION,Fixed Income,0.04,115.80,889180.59,889180.59,Communications,BK0Y625,US87971MBK80,4.30,"Jun 15, 2049",3.44,3.43,17.24,765000.00
DISCOVERY COMMUNICATIONS LLC,Fixed Income,0.04,118.75,885627.49,885627.49,Communications,BDGS7J6,US25470DAT63,5.20,"Sep 20, 2047",4.06,4.05,15.28,735000.00
WELLTOWER INC,Fixed Income,0.04,122.74,885127.07,885127.07,Reits,BDDMN60,US95040QAF19,4.95,"Sep 01, 2048",3.66,3.65,16.08,710000.00
ENTERPRISE PRODUCTS OPERATING L.P.,Fixed Income,0.04,137.11,884822.63,884822.63,Energy,2829429,US293791AF64,6.88,"Mar 01, 2033",3.35,3.35,9.22,633000.00
NISOURCE INC,Fixed Income,0.04,119.45,884716.77,884716.77,Natural Gas,B976296,US65473QBC69,4.80,"Feb 15, 2044",3.59,3.57,14.68,728000.00
SOUTHERN CALIFORNIA EDISON COMPANY,Fixed Income,0.04,133.96,884508.85,884508.85,Electric,B65HYN8,US842400FL27,6.05,"Mar 15, 2039",3.58,3.58,12.25,650000.00
MARRIOTT INTERNATIONAL INC,Fixed Income,0.04,111.92,883711.58,883711.58,Consumer Cyclical,BYQ4R35,US571903AX17,4.50,"Oct 01, 2034",3.46,3.43,10.71,780000.00
VALERO ENERGY CORP,Fixed Income,0.04,116.79,882848.50,882848.50,Energy,BWBY7W5,US91913YAT73,4.90,"Mar 15, 2045",3.85,3.85,14.95,745000.00
